1   破位了，前期涨幅过大，接下来步入调整周期，34元有一个小的技术支撑，不一定能撑住。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限这两票中线都不错，短线来看，海格相对弱多了，追涨肯定是南京医药，中线逢低买可选海格。看你自个吧。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限上石化 8块是难于逾越的重压，之下6块一线可补来回做做T .南京医药大结构未止跌，13如上不去要跑得快。10元左右的，阳光照明可关注。止损设7.5元,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限你好，现在大盘没事，短调不改涨势，大盘还要上的。权重股还有一轮补涨。,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限你好，朋友，新手要准备学费了，上海石化短线构筑右肩到前压力位了，短线将有巨震，一定要做好高抛低吸。南京医药短线还行，量不够，W底雏形中。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限如果中线是可以持有的，短线的话，四浪调整如果要完美结束的话最好回踩一下19.3，则是五浪启动时。,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限这走势来看还有个新高，短线可入。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限可以持股。11.5如不跌破，掉头向上会出现急涨可能！,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限可以持股，补 仓一般,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限你好清仓，等暴跌2天后再入，关注保利地产。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限介入点偏高，不过暂可以持有，建议要玩园区股今年最好还是玩上海的更有暴发力。,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限呵呵，恭喜你挣钱了， 这些票都没出，着啥急啊，现在仓位要控制，不要太重的仓位。大盘还没调到位！明天如果出票了可关注国中水务！,,,,,,,,,,,,
1   哈哈，恭喜啊，谢谢捧场。以下为问答私密内容，你已经解锁获得查看权限嗯，走的都挺好啊，个个中线票，可以暂持。不过吉电股份，这走势下周估计要打开了，短线拉的太快，有盘整要求，可能还有1-2个板就要开了，涨停打开，短线可逢高先跑一跑。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限全是追涨啊。。。。。中粮地产和囤河可以考虑。安全系数都不是很高。,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限被大盘带下来了，大盘都快跌停了，跌5个点算少了，大盘止跌他会涨，不止跌就一起跌了。现在就看证监会说啥了。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限影响较小，现在各地都在扯这个，算旧闻了，不可能复制上海的走势。就是跟涨而已。持续性不强。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限1卖已现，结构可能出现复合形态，短线震荡，中线可持股。17块回本有望。,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限短线一般，有点小背，不是很理想的品种，可考虑航天长峰。,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限可以，我好像回答过了吗。走势不错，还有新高。,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限可以，持有一段,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限钢铁又不是他的主营。会涨的。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限四只股走势较相似，看来是一个稳健的投资朋友，暂时都可以持股，不过股票不要太散，如果资金量大，建议最好找一两个热点当中的品种参与，一两个中线品种，配置起来同，这样不至于看到股票不动而动摇来回换股。厦门国贸再涨一段就不要跟了，空间较为有限了。,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限可以持股，会有机会的。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限短线的话可以小买一点试试。开板时间过长，走势不是很理想。,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限电力股有补涨，持股就是,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限这里5分震荡开始了，短线不是很好，应该反抽一下还要向下拓展，中线还可以，还会涨的。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限如果明天千股跌停，不要做T, ? ?如 9.3不破，可以暂持。国电明天有小涨可能，但是周五择机离场较为安全。,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限电力还不错，今天主力流入较多，银行短线没啥戏唱。国电暂持，浦发择机做T 或换股。,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限都是大盘股，今天是大盘领跌，要小心点。换也是跌，最好是先离场，待跌了再接回。,,,,,,,,,,,,
1   你好，谢谢你朋友的夸赞。743以下为问答私密内容，你已经解锁获得查看权限743你长捂的理由是什么，如果没有可随时换。短线走势是下跌中枢，理论还没调完，下周前半周还将继续向下拓展空间悦达是中线票，目标是20一线，下周会先调到16一线，如果撑住会继续向上快涨，撑不住的话会进入宽幅震荡区。,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限你好，今天基本是普涨的一天，可持可补，次新股还是要当心。,,,,,,,,,,,,
9   理论空间是12。一带一路带动贸易股大热，可暂持。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限华北制药可以持股，短线箱体震荡，调整幅度不大， 补仓点在7.9左右，东方钽业昨天就是买点，空间相对有限。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限呵呵，做高抛低吸不是简单的价位问题。明天冲高看走势，明显5分钟背离就可以先平掉，跌下来等5分的MACD金叉。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限没事，8.5不破还会再急拉一段的。防御还好。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限不要一跌就怕，牛市调整很正常的。就是快跌。接下来反抽到8.5减仓，7.8逢低接，来回做差价就是了。紧盯一个票思跌是对的。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限离5日线远了啊，明天 涨不停冲高看高点出啊。不会就持有也行。别弄丢了。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限先跑吧，下午跌下来再看有没有机会！,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限中国银行可以继续持有，。这么低的位置哪来的顶啊。最多是个中继平台。盘整，可以暂持，也可以出局。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限风险哪天都有，看你自已怎么思考，人家说是人家的事，你要是怕就减仓就是了，这么简单。风险与收益并存。创业板现在不碰，主板个股没走坏就持有，坏了就抛，有什么好担心的。,,,,,,,,,,,,
0   ............也不看看大盘跌成啥样了。前三天还涨的可以见好就收啊。以下为问答私密内容，你已经解锁获得查看权限下方支撑在10.7一线。抗跌票一旦反弹是急先峰。下周低开反弹再看吧。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限你好，820可以持股，这票还有空间，上海迪斯尼是2015年重头戏，将正式登上历史舞台，而上海前滩一带规划已基本构画完毕，正待出售楼盘，上海本地股是今年主线之一. ? 另外157也是今年主线之一，相对安全，有补涨可能。而2203行业并不景气，但是基本金属也是跌无可跌，短线有反弹机会。以短炒为主。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限那还可以先持有，20天线附近有支撑的，这票中线不错，就是短线调多少的问题。下周打新会有一定失血，但对绩优股抽血相对有限，这票近阶放量有主力在做盘。我觉的还能再看看。,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限新年同好，美国新增非农就业15.1万人，大幅不及预期的19万人，但失业率降至4.9%，为八年来首次低于5%。全球经济不好，股市这泥沼一下出不来，大格局仍没见底。此股短线成交量也太小，反弹无力，周五主力撤离较明显，建议暂观察一下。,,,,,,,,,,,,
